"Lung and Bronchus Cancer"
"5-Year SEER Relative Survival Rates, 2009-2015"

Sex,Race/Ethnicity,Age,"Stage at Diagnosis","Relative Survival Rate (%)","Relative Survival Rate Standard Error","Relative Survival Rate Lower Confidence Interval","Relative Survival Rate Upper Confidence Interval"
Male,"Asian / Pacific Islander (includes Hispanic)","Ages 75+",Unstaged,6.0938,2.0102,2.9445,10.8542
Male,"Asian / Pacific Islander (includes Hispanic)","Ages < 20","All Stages",-,-,-,-
Male,"Asian / Pacific Islander (includes Hispanic)","Ages < 20",Localized,-,-,-,-
Male,"Asian / Pacific Islander (includes Hispanic)","Ages < 20",Regional,-,-,-,-
Male,"Asian / Pacific Islander (includes Hispanic)","Ages < 20",Distant,-,-,-,-
Male,"Asian / Pacific Islander (includes Hispanic)","Ages < 20",Unstaged,-,-,-,-
Male,"Black (includes Hispanic)","All Ages","All Stages",13.8541,0.3466,13.1831,14.5415
Male,"Black (includes Hispanic)","All Ages",Localized,44.6360,1.5506,41.5749,47.6476
Male,"Black (includes Hispanic)","All Ages",Regional,25.7975,0.9645,23.9265,27.7048
Male,"Black (includes Hispanic)","All Ages",Distant,4.3316,0.2657,3.8320,4.8739
Male,"Black (includes Hispanic)","All Ages",Unstaged,8.2749,1.5043,5.6418,11.5332
Male,"Black (includes Hispanic)","Ages < 50","All Stages",19.7037,1.4675,16.9129,22.6557
Male,"Black (includes Hispanic)","Ages < 50",Localized,77.1101,5.5828,63.8459,86.0205
Male,"Black (includes Hispanic)","Ages < 50",Regional,37.0460,3.8889,29.4752,44.6114
Male,"Black (includes Hispanic)","Ages < 50",Distant,7.9936,1.2820,5.7197,10.7425
Male,"Black (includes Hispanic)","Ages < 50",Unstaged,-,-,-,-
Male,"Black (includes Hispanic)","Ages 50-64","All Stages",14.5654,0.5063,13.5895,15.5738
Male,"Black (includes Hispanic)","Ages 50-64",Localized,50.0897,2.3545,45.3887,54.6020
Male,"Black (includes Hispanic)","Ages 50-64",Regional,27.5215,1.4368,24.7414,30.3665
Male,"Black (includes Hispanic)","Ages 50-64",Distant,4.9170,0.3926,4.1873,5.7270
Male,"Black (includes Hispanic)","Ages 50-64",Unstaged,15.1514,3.4362,9.1787,22.5136
Male,"Black (includes Hispanic)","Ages 65+","All Stages",12.4200,0.5065,11.4483,13.4331
Male,"Black (includes Hispanic)","Ages 65+",Localized,38.0726,2.1356,33.8877,42.2418
Male,"Black (includes Hispanic)","Ages 65+",Regional,22.9284,1.3968,20.2468,25.7148
Male,"Black (includes Hispanic)","Ages 65+",Distant,3.1513,0.3695,2.4848,3.9359
Male,"Black (includes Hispanic)","Ages 65+",Unstaged,5.1906,1.5531,2.7135,8.8360
Male,"Black (includes Hispanic)","Ages <15","All Stages",-,-,-,-
Male,"Black (includes Hispanic)","Ages <15",Localized,-,-,-,-
Male,"Black (includes Hispanic)","Ages <15",Regional,-,-,-,-
Male,"Black (includes Hispanic)","Ages <15",Distant,-,-,-,-
Male,"Black (includes Hispanic)","Ages <15",Unstaged,-,-,-,-
Male,"Black (includes Hispanic)","Ages 15-39","All Stages",29.3232,4.0749,21.6154,37.4359
Male,"Black (includes Hispanic)","Ages 15-39",Localized,-,-,-,-
Male,"Black (includes Hispanic)","Ages 15-39",Regional,52.1550,9.8588,31.6612,69.1812
Male,"Black (includes Hispanic)","Ages 15-39",Distant,8.1542,3.4333,3.0687,16.4723
Male,"Black (includes Hispanic)","Ages 15-39",Unstaged,-,-,-,-
Male,"Black (includes Hispanic)","Ages 40-64","All Stages",14.8534,0.4808,13.9255,15.8097
Male,"Black (includes Hispanic)","Ages 40-64",Localized,51.3455,2.2553,46.8374,55.6644
Male,"Black (includes Hispanic)","Ages 40-64",Regional,28.2347,1.3604,25.5978,30.9244
Male,"Black (includes Hispanic)","Ages 40-64",Distant,5.2319,0.3795,4.5228,6.0110
Male,"Black (includes Hispanic)","Ages 40-64",Unstaged,13.7572,3.1993,8.2411,20.6721
Male,"Black (includes Hispanic)","Ages 65-74","All Stages",14.2506,0.6566,12.9925,15.5653
Male,"Black (includes Hispanic)","Ages 65-74",Localized,42.4655,2.6919,37.1509,47.6719
Male,"Black (includes Hispanic)","Ages 65-74",Regional,27.7207,1.8299,24.1926,31.3512
Male,"Black (includes Hispanic)","Ages 65-74",Distant,3.4893,0.4758,2.6420,4.5113
Male,"Black (includes Hispanic)","Ages 65-74",Unstaged,9.5345,2.8327,4.9240,15.9698
Male,"Black (includes Hispanic)","Ages 75+","All Stages",9.2684,0.7815,7.8105,10.8728
Male,"Black (includes Hispanic)","Ages 75+",Localized,31.4947,3.4301,24.9124,38.2720
Male,"Black (includes Hispanic)","Ages 75+",Regional,14.5106,2.1050,10.6819,18.9017
Male,"Black (includes Hispanic)","Ages 75+",Distant,2.4807,0.5676,1.5399,3.7843
Male,"Black (includes Hispanic)","Ages 75+",Unstaged,1.2508,1.2067,0.1176,5.8093
Male,"Black (includes Hispanic)","Ages < 20","All Stages",-,-,-,-
Male,"Black (includes Hispanic)","Ages < 20",Localized,-,-,-,-
Male,"Black (includes Hispanic)","Ages < 20",Regional,-,-,-,-
Male,"Black (includes Hispanic)","Ages < 20",Distant,-,-,-,-
Male,"Black (includes Hispanic)","Ages < 20",Unstaged,-,-,-,-
Male,"Hispanic (any race)","All Ages","All Stages",13.7282,0.4863,12.7918,14.6975
Male,"Hispanic (any race)","All Ages",Localized,46.3851,2.1840,42.0528,50.5991
Male,"Hispanic (any race)","All Ages",Regional,27.1627,1.4493,24.3604,30.0342
Male,"Hispanic (any race)","All Ages",Distant,4.3484,0.3713,3.6617,5.1179
Male,"Hispanic (any race)","All Ages",Unstaged,4.4795,1.3484,2.3391,7.6664
Male,"Hispanic (any race)","Ages < 50","All Stages",24.0906,2.1229,20.0492,28.3456
Male,"Hispanic (any race)","Ages < 50",Localized,82.7420,5.8391,67.4925,91.2759
Male,"Hispanic (any race)","Ages < 50",Regional,49.1673,6.9593,35.0157,61.8596
Male,"Hispanic (any race)","Ages < 50",Distant,7.9779,1.6795,5.0962,11.6741
Male,"Hispanic (any race)","Ages < 50",Unstaged,46.4650,10.2514,25.9902,64.6622
Male,"Hispanic (any race)","Ages 50-64","All Stages",15.6849,0.9036,13.9612,17.5007
Male,"Hispanic (any race)","Ages 50-64",Localized,58.2402,4.1905,49.5731,65.9373
Male,"Hispanic (any race)","Ages 50-64",Regional,32.8627,2.6908,27.6523,38.1599
Male,"Hispanic (any race)","Ages 50-64",Distant,5.5559,0.7314,4.2417,7.1114
Male,"Hispanic (any race)","Ages 50-64",Unstaged,5.0429,2.6431,1.4798,12.0280
Male,"Hispanic (any race)","Ages 65+","All Stages",11.6845,0.5973,10.5454,12.8861
Male,"Hispanic (any race)","Ages 65+",Localized,38.6818,2.6610,33.4650,43.8628
Male,"Hispanic (any race)","Ages 65+",Regional,23.0884,1.7751,19.7002,26.6431
Male,"Hispanic (any race)","Ages 65+",Distant,3.3050,0.4322,2.5327,4.2306
Male,"Hispanic (any race)","Ages 65+",Unstaged,1.4306,0.9540,0.3096,4.4068
Male,"Hispanic (any race)","Ages <15","All Stages",-,-,-,-
Male,"Hispanic (any race)","Ages <15",Localized,-,-,-,-
Male,"Hispanic (any race)","Ages <15",Regional,-,-,-,-
Male,"Hispanic (any race)","Ages <15",Distant,-,-,-,-
Male,"Hispanic (any race)","Ages <15",Unstaged,-,-,-,-
Male,"Hispanic (any race)","Ages 15-39","All Stages",39.8025,4.1729,31.6181,47.8518
Male,"Hispanic (any race)","Ages 15-39",Localized,93.9336,6.4820,58.0831,99.2817
Male,"Hispanic (any race)","Ages 15-39",Regional,70.4983,10.6418,44.2684,86.0737
Male,"Hispanic (any race)","Ages 15-39",Distant,15.6451,4.0621,8.7113,24.4154
Male,"Hispanic (any race)","Ages 15-39",Unstaged,-,-,-,-
Male,"Hispanic (any race)","Ages 40-64","All Stages",15.6508,0.8398,14.0457,17.3356
Male,"Hispanic (any race)","Ages 40-64",Localized,60.0364,3.8517,52.0580,67.1143
Male,"Hispanic (any race)","Ages 40-64",Regional,33.0118,2.5720,28.0262,38.0734
Male,"Hispanic (any race)","Ages 40-64",Distant,5.3884,0.6649,4.1875,6.7962
Male,"Hispanic (any race)","Ages 40-64",Unstaged,10.0201,3.4640,4.5571,18.0202
Male,"Hispanic (any race)","Ages 65-74","All Stages",13.0282,0.8626,11.3945,14.7737
Male,"Hispanic (any race)","Ages 65-74",Localized,45.6899,3.8516,38.0134,53.0288
Male,"Hispanic (any race)","Ages 65-74",Regional,25.0419,2.6084,20.0971,30.2764
Male,"Hispanic (any race)","Ages 65-74",Distant,4.0289,0.6190,2.9382,5.3707
Male,"Hispanic (any race)","Ages 65-74",Unstaged,1.4988,1.4595,0.1338,6.9480
Male,"Hispanic (any race)","Ages 75+","All Stages",10.3857,0.8317,8.8278,12.0863
Male,"Hispanic (any race)","Ages 75+",Localized,32.7295,3.6391,25.7296,39.8952
Male,"Hispanic (any race)","Ages 75+",Regional,20.3308,2.2898,16.0445,24.9848
Male,"Hispanic (any race)","Ages 75+",Distant,2.4281,0.6034,1.4429,3.8328
Male,"Hispanic (any race)","Ages 75+",Unstaged,1.4372,1.3212,0.1523,6.2386
Male,"Hispanic (any race)","Ages < 20","All Stages",-,-,-,-
Male,"Hispanic (any race)","Ages < 20",Localized,-,-,-,-
Male,"Hispanic (any race)","Ages < 20",Regional,-,-,-,-
Male,"Hispanic (any race)","Ages < 20",Distant,-,-,-,-
Male,"Hispanic (any race)","Ages < 20",Unstaged,-,-,-,-
Male,"Non-Hispanic White","All Ages","All Stages",16.4528,0.1510,16.1580,16.7500
Male,"Non-Hispanic White","All Ages",Localized,51.8345,0.5809,50.6896,52.9663
Male,"Non-Hispanic White","All Ages",Regional,27.0324,0.3873,26.2758,27.7940
Male,"Non-Hispanic White","All Ages",Distant,3.9289,0.1054,3.7261,4.1392
Male,"Non-Hispanic White","All Ages",Unstaged,6.7074,0.5009,5.7708,7.7344
Male,"Non-Hispanic White","Ages < 50","All Stages",22.2267,0.7767,20.7226,23.7657
Male,"Non-Hispanic White","Ages < 50",Localized,78.8078,2.3541,73.7470,83.0064
Male,"Non-Hispanic White","Ages < 50",Regional,38.1812,1.9752,34.3094,42.0382
Male,"Non-Hispanic White","Ages < 50",Distant,6.7576,0.6204,5.6101,8.0425
Male,"Non-Hispanic White","Ages < 50",Unstaged,29.3297,5.9739,18.2975,41.2377
Male,"Non-Hispanic White","Ages 50-64","All Stages",17.4661,0.2556,16.9682,17.9700
Male,"Non-Hispanic White","Ages 50-64",Localized,58.8318,1.0143,56.8145,60.7896
Male,"Non-Hispanic White","Ages 50-64",Regional,31.4727,0.6691,30.1653,32.7874
Male,"Non-Hispanic White","Ages 50-64",Distant,4.6728,0.1875,4.3150,5.0500
Male,"Non-Hispanic White","Ages 50-64",Unstaged,11.2661,1.3414,8.8067,14.0571
Male,"Non-Hispanic White","Ages 65+","All Stages",15.5937,0.1938,15.2160,15.9757
Male,"Non-Hispanic White","Ages 65+",Localized,48.1133,0.7233,46.6882,49.5232
Male,"Non-Hispanic White","Ages 65+",Regional,24.1308,0.4905,23.1753,25.0977
Male,"Non-Hispanic White","Ages 65+",Distant,3.3243,0.1297,3.0770,3.5854
Male,"Non-Hispanic White","Ages 65+",Unstaged,5.0027,0.5061,4.0755,6.0609
Male,"Non-Hispanic White","Ages <15","All Stages",-,-,-,-
Male,"Non-Hispanic White","Ages <15",Localized,-,-,-,-
Male,"Non-Hispanic White","Ages <15",Regional,-,-,-,-
Male,"Non-Hispanic White","Ages <15",Distant,-,-,-,-
Male,"Non-Hispanic White","Ages <15",Unstaged,-,-,-,-
Male,"Non-Hispanic White","Ages 15-39","All Stages",42.1046,2.4707,37.2313,46.8922
Male,"Non-Hispanic White","Ages 15-39",Localized,94.4698,2.4939,86.8261,97.7350
Male,"Non-Hispanic White","Ages 15-39",Regional,59.5846,5.4802,48.0273,69.3821
Male,"Non-Hispanic White","Ages 15-39",Distant,11.2943,2.4024,7.1342,16.5068
Male,"Non-Hispanic White","Ages 15-39",Unstaged,-,-,-,-
Male,"Non-Hispanic White","Ages 40-64","All Stages",17.6136,0.2432,17.1398,18.0929
Male,"Non-Hispanic White","Ages 40-64",Localized,59.8086,0.9686,57.8820,61.6782
Male,"Non-Hispanic White","Ages 40-64",Regional,31.8112,0.6364,30.5672,33.0614
Male,"Non-Hispanic White","Ages 40-64",Distant,4.8208,0.1800,4.4767,5.1822
Male,"Non-Hispanic White","Ages 40-64",Unstaged,12.3396,1.3402,9.8625,15.1079
Male,"Non-Hispanic White","Ages 65-74","All Stages",17.9985,0.2646,17.4830,18.5203
Male,"Non-Hispanic White","Ages 65-74",Localized,53.9690,0.9172,52.1531,55.7477
Male,"Non-Hispanic White","Ages 65-74",Regional,27.4287,0.6500,26.1618,28.7090
Male,"Non-Hispanic White","Ages 65-74",Distant,4.0029,0.1854,3.6509,4.3777
Male,"Non-Hispanic White","Ages 65-74",Unstaged,7.2590,0.9038,5.6209,9.1638
Male,"Non-Hispanic White","Ages 75+","All Stages",12.7874,0.2877,12.2299,13.3576
Male,"Non-Hispanic White","Ages 75+",Localized,41.1184,1.1536,38.8510,43.3703
Male,"Non-Hispanic White","Ages 75+",Regional,19.8927,0.7536,18.4373,21.3899
Male,"Non-Hispanic White","Ages 75+",Distant,2.5261,0.1805,2.1901,2.8982
Male,"Non-Hispanic White","Ages 75+",Unstaged,3.5421,0.5849,2.5216,4.8218
Male,"Non-Hispanic White","Ages < 20","All Stages",-,-,-,-
Male,"Non-Hispanic White","Ages < 20",Localized,-,-,-,-
Male,"Non-Hispanic White","Ages < 20",Regional,-,-,-,-
Male,"Non-Hispanic White","Ages < 20",Distant,-,-,-,-
Male,"Non-Hispanic White","Ages < 20",Unstaged,-,-,-,-
Male,"White (includes Hispanic)","All Ages","All Stages",16.2456,0.1446,15.9634,16.5300
Male,"White (includes Hispanic)","All Ages",Localized,51.4979,0.5620,50.3906,52.5932
Male,"White (includes Hispanic)","All Ages",Regional,27.0265,0.3747,26.2945,27.7632
Male,"White (includes Hispanic)","All Ages",Distant,3.9568,0.1015,3.7614,4.1592
Male,"White (includes Hispanic)","All Ages",Unstaged,6.5336,0.4718,5.6502,7.4998
Male,"White (includes Hispanic)","Ages < 50","All Stages",22.4375,0.7314,21.0198,23.8856
Male,"White (includes Hispanic)","Ages < 50",Localized,79.2850,2.1886,74.5986,83.2051
Male,"White (includes Hispanic)","Ages < 50",Regional,38.9859,1.9081,35.2413,42.7088
Male,"White (includes Hispanic)","Ages < 50",Distant,6.8816,0.5838,5.7969,8.0853
Male,"White (includes Hispanic)","Ages < 50",Unstaged,33.6329,5.4624,23.2384,44.3249
Male,"White (includes Hispanic)","Ages 50-64","All Stages",17.3354,0.2463,16.8556,17.8211
Male,"White (includes Hispanic)","Ages 50-64",Localized,58.7691,0.9876,56.8057,60.6764
Male,"White (includes Hispanic)","Ages 50-64",Regional,31.5546,0.6503,30.2837,32.8323
Male,"White (includes Hispanic)","Ages 50-64",Distant,4.7245,0.1819,4.3770,5.0900
Male,"White (includes Hispanic)","Ages 50-64",Unstaged,10.6576,1.2406,8.3821,13.2391
Male,"White (includes Hispanic)","Ages 65+","All Stages",15.3059,0.1850,14.9453,15.6705
Male,"White (includes Hispanic)","Ages 65+",Localized,47.5664,0.6990,46.1898,48.9293
Male,"White (includes Hispanic)","Ages 65+",Regional,24.0374,0.4735,23.1149,24.9707
Male,"White (includes Hispanic)","Ages 65+",Distant,3.3243,0.1244,3.0868,3.5744
Male,"White (includes Hispanic)","Ages 65+",Unstaged,4.7030,0.4709,3.8402,5.6875
Male,"White (includes Hispanic)","Ages <15","All Stages",-,-,-,-
Male,"White (includes Hispanic)","Ages <15",Localized,-,-,-,-
Male,"White (includes Hispanic)","Ages <15",Regional,-,-,-,-
Male,"White (includes Hispanic)","Ages <15",Distant,-,-,-,-
Male,"White (includes Hispanic)","Ages <15",Unstaged,-,-,-,-
Male,"White (includes Hispanic)","Ages 15-39","All Stages",41.1533,2.1316,36.9570,45.2967
Male,"White (includes Hispanic)","Ages 15-39",Localized,94.2896,2.4658,86.8846,97.5708
Male,"White (includes Hispanic)","Ages 15-39",Regional,61.4771,4.9160,51.0981,70.2917
Male,"White (includes Hispanic)","Ages 15-39",Distant,12.4841,2.0804,8.7654,16.8901
Male,"White (includes Hispanic)","Ages 15-39",Unstaged,-,-,-,-
Male,"White (includes Hispanic)","Ages 40-64","All Stages",17.4693,0.2340,17.0133,17.9304
Male,"White (includes Hispanic)","Ages 40-64",Localized,59.7907,0.9411,57.9197,61.6081
Male,"White (includes Hispanic)","Ages 40-64",Regional,31.8891,0.6187,30.6797,33.1044
Male,"White (includes Hispanic)","Ages 40-64",Distant,4.8504,0.1739,4.5175,5.1994
Male,"White (includes Hispanic)","Ages 40-64",Unstaged,12.1430,1.2575,9.8128,14.7356
Male,"White (includes Hispanic)","Ages 65-74","All Stages",17.6677,0.2539,17.1731,18.1682
Male,"White (includes Hispanic)","Ages 65-74",Localized,53.5599,0.8931,51.7925,55.2928
Male,"White (includes Hispanic)","Ages 65-74",Regional,27.3169,0.6316,26.0856,28.5610
Male,"White (includes Hispanic)","Ages 65-74",Distant,4.0027,0.1778,3.6646,4.3617
Male,"White (includes Hispanic)","Ages 65-74",Unstaged,6.7204,0.8437,5.1941,8.5023
Male,"White (includes Hispanic)","Ages 75+","All Stages",12.5909,0.2731,12.0616,13.1320
Male,"White (includes Hispanic)","Ages 75+",Localized,40.5594,1.1030,38.3924,42.7139
Male,"White (includes Hispanic)","Ages 75+",Regional,19.9251,0.7214,18.5309,21.3574
Male,"White (includes Hispanic)","Ages 75+",Distant,2.5303,0.1733,2.2069,2.8869
Male,"White (includes Hispanic)","Ages 75+",Unstaged,3.4248,0.5510,2.4608,4.6278
Male,"White (includes Hispanic)","Ages < 20","All Stages",85.3841,6.9392,64.8560,94.3970
Male,"White (includes Hispanic)","Ages < 20",Localized,-,-,-,-
Male,"White (includes Hispanic)","Ages < 20",Regional,-,-,-,-
Male,"White (includes Hispanic)","Ages < 20",Distant,-,-,-,-
Male,"White (includes Hispanic)","Ages < 20",Unstaged,-,-,-,-

"Data Source:"
"SEER 18 areas [http://seer.cancer.gov/registries/terms.html] (San Francisco, Connecticut, Detroit, Hawaii, Iowa, New Mexico, Seattle, Utah, Atlanta, San Jose-Monterey, Los Angeles, Alaska Native Registry, Rural Georgia, California excluding SF/SJM/LA, Kentucky, Louisiana, New Jersey, and Georgia excluding ATL/RG)."
Methodology:
"The five-year survival rates are calculated using monthly intervals."
"The Expected Survival Life Tables [https://seer.cancer.gov/expsurvival/] by Socio-Economic Standards were used."
"Race/Ethnicity Coding:"
"Rates for American Indians/Alaska Natives only include cases that are in a Purchased/Referred Care Delivery Area (PRCDA). See  SEER Race Recode Documentation for American Indian/Alaskan Native Statistics [http://seer.cancer.gov/seerstat/variables/seer/race_ethnicity/#ai-an]."
"Hispanics and Non-Hispanics are not mutually exclusive from whites, blacks, Asian/Pacific Islanders, and American Indians/Alaska Natives. Incidence data for Hispanics and Non-Hispanics are based on the NAACCR Hispanic Latino Identification Algorithm (NHIA) and exclude cases from the Alaska Native Registry. See SEER Race Recode Documentation for Spanish-Hispanic-Latino Ethnicity [http://seer.cancer.gov/seerstat/variables/seer/race_ethnicity/#hispanic]."
"Cancer Site Coding:"
"See <a href=""https://seer.cancer.gov/explorer/cancer-sites.html"">SEER*Explorer Cancer Site Definitions</a> for details about the coding used for SEER Incidence data."
Timestamp:
"Created by seer.cancer.gov/explorer/application.php on 01/21/2020 6:06 pm."
