"All Cancer Sites Combined"
"SEER Incidence Rates by Age at Diagnosis, 2012-2016"

Sex,Race/Ethnicity,"Rate Type",Age,"Rate per 100,000","Rate Standard Error","Rate Lower Confidence Interval","Rate Upper Confidence Interval"
Male,"White (includes Hispanic)","Observed Rates",65-69,1872.2119,4.2782,1863.8361,1880.6161
Male,"White (includes Hispanic)","Observed Rates",70-74,2334.7854,5.7600,2323.5096,2346.1024
Male,"White (includes Hispanic)","Observed Rates",75-79,2691.0608,7.4342,2676.5096,2705.6716
Male,"White (includes Hispanic)","Observed Rates",80-84,2890.2937,9.1318,2872.4229,2908.2480
Male,"White (includes Hispanic)","Observed Rates",85+,2862.1520,9.4191,2843.7203,2880.6736
Male,"White (includes Hispanic)","Delay-adjusted Rates",<1,25.8151,0.9828,23.9245,27.8148
Male,"White (includes Hispanic)","Delay-adjusted Rates",1-4,24.1358,0.4738,23.2159,25.0825
Male,"White (includes Hispanic)","Delay-adjusted Rates",5-9,15.1383,0.3325,14.4936,15.8043
Male,"White (includes Hispanic)","Delay-adjusted Rates",10-14,16.5211,0.3452,15.8514,17.2117
Male,"White (includes Hispanic)","Delay-adjusted Rates",15-19,26.7140,0.4312,25.8755,27.5726
Male,"White (includes Hispanic)","Delay-adjusted Rates",20-24,40.1094,0.5103,39.1155,41.1222
Male,"White (includes Hispanic)","Delay-adjusted Rates",25-29,56.8335,0.6095,55.6451,58.0409
Male,"White (includes Hispanic)","Delay-adjusted Rates",30-34,76.7420,0.7221,75.3331,78.1705
Male,"White (includes Hispanic)","Delay-adjusted Rates",35-39,99.3536,0.8552,97.6844,101.0441
Male,"White (includes Hispanic)","Delay-adjusted Rates",40-44,152.5965,1.0493,150.5468,154.6670
Male,"White (includes Hispanic)","Delay-adjusted Rates",45-49,264.8248,1.3476,262.1901,267.4793
Male,"White (includes Hispanic)","Delay-adjusted Rates",50-54,514.0087,1.8325,510.4233,517.6129
Male,"White (includes Hispanic)","Delay-adjusted Rates",55-59,860.0623,2.4344,855.2975,864.8470
Male,"White (includes Hispanic)","Delay-adjusted Rates",60-64,1309.4101,3.2536,1303.0409,1315.8025
Male,"White (includes Hispanic)","Delay-adjusted Rates",65-69,1908.5064,4.3614,1899.9676,1917.0738
Male,"White (includes Hispanic)","Delay-adjusted Rates",70-74,2380.1779,5.8724,2368.6820,2391.7154
Male,"White (includes Hispanic)","Delay-adjusted Rates",75-79,2743.2312,7.5788,2728.3968,2758.1259
Male,"White (includes Hispanic)","Delay-adjusted Rates",80-84,2945.3709,9.3065,2927.1584,2963.6681
Male,"White (includes Hispanic)","Delay-adjusted Rates",85+,2917.0632,9.6005,2898.2766,2935.9408

"Data Source:"
"SEER 21 areas [http://seer.cancer.gov/registries/terms.html] (San Francisco, Connecticut, Detroit, Hawaii, Iowa, New Mexico, Seattle, Utah, Atlanta, San Jose-Monterey, Los Angeles, Alaska Native Registry, Rural Georgia, California excluding SF/SJM/LA, Kentucky, Louisiana, New Jersey, Georgia excluding ATL/RG, Idaho, New York and Massachusetts)."
Methodology:
"Rates are per 100,000."
"Race/Ethnicity Coding:"
"Rates for American Indians/Alaska Natives only include cases that are in a Purchased/Referred Care Delivery Area (PRCDA). See  SEER Race Recode Documentation for American Indian/Alaskan Native Statistics [http://seer.cancer.gov/seerstat/variables/seer/race_ethnicity/#ai-an]."
"Hispanics and Non-Hispanics are not mutually exclusive from whites, blacks, Asian/Pacific Islanders, and American Indians/Alaska Natives. Incidence data for Hispanics and Non-Hispanics are based on the NAACCR Hispanic Latino Identification Algorithm (NHIA) and exclude cases from the Alaska Native Registry. See SEER Race Recode Documentation for Spanish-Hispanic-Latino Ethnicity [http://seer.cancer.gov/seerstat/variables/seer/race_ethnicity/#hispanic]."
"Cancer Site Coding:"
"See <a href=""https://seer.cancer.gov/explorer/cancer-sites.html"">SEER*Explorer Cancer Site Definitions</a> for details about the coding used for SEER Incidence data."
Timestamp:
"Created by seer.cancer.gov/explorer/application.php on 09/27/2019 8:20 pm."
